"cc" "ac" "bc"
"1" 2.34454948840072 0.00224864474736776 -1.74808912976334e-05
"2" 1.79175432619231 0.00626548989342753 -1.80490100055852e-05
"3" 2.05542544937563 0.00500099382193996 -1.29369464234178e-05
"4" 1.82218400341835 0.00918829495437385 -1.48386413715157e-05
"5" 1.46844301949558 0.0451045387954941 5.5272969680041e-06
"6" 2.26433141236693 0.00244896875724004 -1.7923608393713e-05
"7" 1.32248978425986 0.03300852265566 -1.46575664670941e-05
"8" 2.15312711328122 0.00639383707185283 1.05440677260724e-05
"9" 1.97565053331628 0.00609245800155342 -1.65145268166737e-05
"10" 1.99578424855856 0.00708774240770389 -1.56695600354692e-05
"11" 2.32157080899305 0.00321390946948005 -3.75819531990874e-07
"12" 0.636225279287351 0.238802560311549 -1.23600610281845e-05
"13" 1.20600734545332 0.056977399388826 -1.4641585199241e-05
"14" 0.657759682810691 0.246369125974465 -1.09753203386635e-05
"15" 1.24757070521051 0.0416489231072613 -1.53427682998655e-05
"16" 2.46999338980658 0.00394495203546561 1.31450791517073e-05
"17" 1.79150216935487 0.0164370880659295 3.74299403027094e-06
"18" 1.48195222507922 0.0335185422890629 -6.22739023887656e-06
"19" 1.52852679430706 0.0183707588935445 -1.45700052496816e-05
"20" 1.26956551247587 0.0408164562145241 -1.31305926965681e-05
"21" 1.83371558582 0.0262785102714313 4.0022421019519e-05
"22" 1.19863857889697 0.0687659768271861 -5.21676842009766e-06
"23" 2.09256633782404 0.00737951026000202 -2.18130825343681e-06
"24" 1.80746598493009 0.0132902623016498 -5.90233086196149e-06
"25" 1.23661948071248 0.0370245951559773 -1.28927209367359e-05
"26" 1.51559514511376 0.0234678366146849 -8.71732797893027e-06
"27" 0.989946859883408 0.0707963391194849 -1.1587553326077e-05
"28" 1.50350813621576 0.0214254506385881 -1.52710761559235e-05
"29" 1.18924279473442 0.0899940744546989 5.01234362784311e-06
"30" 0.962307153720691 0.075852502558298 -1.51751209733169e-05
"31" 1.29473969066083 0.0303191186293643 -1.69662891457665e-05
"32" 0.793087464627854 0.209050511551921 -1.90445005321513e-06
"33" 1.71325495857502 0.0100570950712978 -1.48461978593785e-05
"34" 1.34984355815174 0.0357654738256253 -1.36398955576311e-05
"35" 1.12958395684082 0.0529653522741505 -1.62147483092697e-05
"36" 2.57427729329314 0.00105124986833825 -1.83307571410234e-05
"37" 2.01662092877685 0.00844514446754969 -7.28912402605572e-07
"38" 1.5576277068913 0.0195093531224161 -1.34351955243723e-05
"39" 2.0834030668059 0.00630352978153523 -7.80869596076554e-06
"40" 2.26649717882014 0.00297753232978605 -9.76813079533585e-06
"41" 1.3540713916485 0.0336381144132812 -1.57813862856854e-05
"42" 1.57924993127577 0.0272927830697462 2.72756632677718e-06
"43" 1.45643575204798 0.0160254457191625 -1.74461162740431e-05
